Gesture_record,MAU_duration,GA_duration,Gesture_duration
Beckon,0.34000000000003183,0.34000000000003183,0.4399999999999977
Raise,0.9729999999999919,1.3500000000000014,2.213000000000001
Raise,0.45400000000002194,0.7800000000000153,0.88900000000001
Raise,0.46399999999999864,0.592000000000013,0.592000000000013
Raise,0.25,0.4329999999999927,0.43600000000000705
Raise,0.4300000000000068,0.7480000000000189,0.9370000000000402
Raise,1.1399999999999864,5.937999999999988,6.305999999999955
Beckon,1.453000000000003,2.120999999999981,2.4799999999999898
Reach,0.8230000000000004,1.516000000000009,2.952000000000009
Reach,0.4269999999999996,0.6310000000000002,1.120000000000001
Reach,1.0040000000000049,1.1820000000000022,1.3420000000000059
Beckon,0.7060000000000173,0.7060000000000173,1.3200000000000216
Reach,0.5330000000000155,0.7090000000000032,1.2930000000000064
Reach,1.2539999999999907,1.519999999999996,1.6530000000000058
Reach,0.9269999999999925,1.6189999999999998,2.2700000000000102
Reach,0.879999999999967,1.2909999999999968,2.1799999999999784
Raise,0.4800000000000182,1.532000000000039,1.9189999999999827
Beckon,0.561000000000007,0.561000000000007,0.6800000000000352
Reach,0.45699999999999363,1.0949999999999136,1.0949999999999136
Raise,0.5259999999999962,1.0799999999999983,1.453000000000003
Reach,1.4000000000000057,1.4939999999999998,2.1580000000000013
Reach,0.44599999999996953,0.924000000000035,1.8000000000000114
Reach,0.65300000000002,0.7930000000000064,1.1170000000000186
Raise,1.183999999999969,6.3069999999999595,6.3069999999999595
Reach,0.6330000000000382,0.6330000000000382,0.7839999999999918
Raise,1.5290000000000532,3.3800000000000523,3.65300000000002
Raise,0.5649999999999977,1.1639999999999873,1.1839999999999975
Raise,1.0799999999999983,1.3489999999999984,1.9799999999999986
Raise,0.5539999999999168,0.69399999999996,1.1400000000000432
Reach,1.0810000000000173,1.552000000000021,1.8199999999999363
Beckon,0.7939999999999827,0.7939999999999827,0.9339999999999691
Beckon,0.8969999999999914,0.8969999999999914,1.2479999999999905
Reach,0.3859999999999957,0.7029999999999994,1.1499999999999986
Reach,0.40800000000001546,0.8629999999999995,1.0379999999999825
Reach,0.32499999999998863,0.9199999999999591,1.5999999999999943
Reach,0.32899999999999974,0.645,0.645
Reach,0.30400000000000027,0.5010000000000003,0.6589999999999998
Raise,0.5660000000000025,0.63900000000001,0.9160000000000252
Reach,0.7819999999999823,0.8439999999999941,0.8439999999999941
Beckon,0.7830000000000155,0.7830000000000155,0.9830000000000041
Reach,0.853999999999985,1.2270000000000323,1.2270000000000323
Raise,0.8629999999999995,1.8230000000000075,2.5
Reach,0.5679999999999836,0.6989999999999839,1.0219999999999914
Raise,0.3640000000000043,0.9449999999999932,0.9480000000000075
Reach,0.5880000000000223,1.1790000000000305,1.5810000000000741
Reach,0.4529999999999994,0.5249999999999986,0.5249999999999986
Reach,0.4590000000000032,0.8149999999999977,1.5929999999999893
Raise,2.194999999999993,2.9350000000000023,3.426999999999964
Reach,0.3390000000000093,0.5210000000000097,0.9130000000000003
Beckon,0.47999999999998977,1.3599999999999852,1.759999999999991
Reach,0.45999999999998664,0.6340000000000003,1
Reach,0.46699999999999875,0.8810000000000002,1.2070000000000007
Beckon,0.5999999999999943,0.5999999999999943,0.8159999999999741
Raise,0.36600000000000676,0.4760000000000062,0.551000000000009
Reach,0.6850000000000023,1.171999999999997,1.2620000000000005
Reach,0.46700000000001296,0.6690000000000111,1.8670000000000186
Raise,0.8639999999999901,1.1389999999999958,1.4899999999999949
Beckon,1.0870000000000033,1.0870000000000033,1.3610000000000042
Reach,0.6399999999999295,2.6299999999999955,2.6299999999999955
Reach,0.5199999999999818,1.579999999999984,1.579999999999984
Raise,0.36299999999999955,0.47800000000000864,0.6150000000000091
Reach,1.2719999999999914,3.4680000000000177,3.4680000000000177
Raise,1.1730000000000018,1.2830000000000155,1.8730000000000473
Raise,0.825000000000017,7.243000000000023,7.660000000000025
Raise,2.1200000000000045,5.097000000000037,5.680000000000007
Reach,0.7599999999999909,0.9509999999999081,1.5739999999999554
Reach,0.9399999999999977,1.0309999999999775,1.266999999999996
Reach,0.8299999999999841,3.8109999999999786,6.049999999999983
Beckon,0.8330000000000268,0.8330000000000268,0.9909999999999854
Reach,0.8329999999999984,1.3259999999999934,2.6440000000000055
Beckon,0.8120000000000118,1.0919999999999845,1.1990000000000123
Reach,0.6000000000000227,1.0880000000000223,1.4850000000000136
Reach,1.8970000000000198,3.7640000000000384,4.620000000000033
Reach,0.9839999999999876,1.543999999999997,2.019999999999989
Reach,0.8530000000000086,1.1129999999999995,1.7800000000000011
Beckon,0.2600000000000193,0.2600000000000193,0.6470000000000198
Raise,0.8960000000000008,1.8840000000000003,2.4639999999999986
Raise,0.9989999999999952,0.9989999999999952,0.9989999999999952
Raise,0.6400000000000006,2.3999999999999915,3.239999999999995
Raise,0.6640000000000157,2.061000000000007,2.069999999999993
Raise,0.9379999999999882,7.0779999999999745,7.0779999999999745
Raise,0.8199999999999932,2.3359999999999843,2.9599999999999795
Reach,0.8070000000000164,1.5629999999999882,2.3969999999999914
Raise,0.31399999999999295,0.3710000000000093,0.6069999999999993
Beckon,0.4299999999999784,0.7399999999999523,0.7399999999999523
Reach,0.8089999999999999,1.0279999999999998,1.2329999999999999
Reach,0.3599999999999999,0.43999999999999995,1.1799999999999997
Reach,0.5469999999999686,0.7419999999999618,0.9899999999999523
Raise,0.7940000000000111,1.1990000000000123,1.6000000000000085
Raise,0.8680000000000092,1.1210000000000093,1.4520000000000124
Raise,0.9559999999999604,1.3479999999999563,1.55600000000004
Beckon,0.44899999999999807,0.6850000000000023,0.9609999999999985
Reach,0.8719999999999999,1.0440000000000111,1.13900000000001
Reach,1.094000000000051,1.7719999999999345,1.9600000000000364
Raise,1.5599999999999454,2.6399999999999864,2.759999999999991
Reach,0.5130000000000097,2.9870000000000108,3.232000000000001
Reach,1.1100000000000136,1.4960000000000946,2.560000000000059
Raise,2.2040000000000646,5.23599999999999,5.7999999999999545
Reach,1.4640000000000555,5.040000000000077,5.040000000000077
Raise,0.2599999999999909,0.49799999999999756,0.5299999999999869
Raise,3.4819999999999993,12.642000000000003,12.642000000000003
Reach,0.8799999999999955,1.3969999999999985,2.583999999999996
Raise,0.6940000000000737,3.0710000000000264,3.7140000000000555
Beckon,0.34000000000003183,0.9199999999999591,0.9199999999999591
Reach,0.4799999999999045,0.5599999999999454,1.4599999999999227
Reach,0.4519999999999982,0.5569999999999027,1.9259999999999309
Beckon,1.75,2.3029999999999973,2.6700000000000728
Beckon,0.29300000000000637,1.0049999999999955,1.072999999999979
Raise,0.9710000000000036,1.7580000000000382,1.8070000000000164
Beckon,0.30599999999992633,0.7459999999999809,0.8199999999999363
Raise,0.8709999999999809,2.419999999999959,2.427000000000021
Reach,1.1900000000000546,1.2900000000000773,3.384999999999991
Raise,1.1739999999999782,2.3570000000000846,2.5330000000000155
Reach,0.6750000000000114,0.9880000000000138,0.9880000000000138
Reach,0.5999999999999943,0.7580000000000098,0.98599999999999
Reach,0.3109999999999786,0.34699999999998,0.5739999999999839
Raise,1.1489999999999867,10.929000000000002,11.840000000000003
Reach,1.335000000000008,1.7510000000000048,2.519999999999996
Raise,0.3130000000000166,0.472999999999999,0.6280000000000001
Raise,1.8400000000000034,9.930999999999983,10.599999999999994
Reach,0.5559999999999832,0.9150000000000205,0.9150000000000205
Raise,0.61099999999999,1.0879999999999654,1.4709999999999468
Reach,0.8949999999999818,1.211999999999989,1.6730000000000018
Raise,0.40800000000000836,0.686000000000007,0.7110000000000056
Reach,0.472999999999999,0.8719999999999999,0.980000000000004
Reach,1.4000000000000004,3.045,3.7200000000000006
Reach,0.9829999999999472,1.2560000000000286,1.6030000000000086
Reach,0.8400000000000176,1.200000000000017,1.5600000000000023
Reach,0.8610000000000468,2.670000000000016,2.800000000000068
Beckon,0.9340000000000002,0.9340000000000002,0.9340000000000002
Beckon,0.48699999999999033,0.48699999999999033,0.8000000000000007
Beckon,0.7690000000000019,0.7690000000000019,1.2490000000000023
Beckon,1.0000000000000036,1.0000000000000036,1.0000000000000036
Beckon,0.7880000000000038,1.5849999999999937,1.642000000000003
Beckon,1.33400000000006,1.33400000000006,1.3700000000000045
Raise,0.6270000000000095,0.703000000000003,0.992999999999995
Reach,0.7600000000000122,2.7860000000000085,2.960000000000008
Reach,0.7440000000000069,0.9740000000000109,0.9740000000000109
Raise,0.8659999999999908,2.9730000000000008,4.026
Reach,0.7949999999999982,1.225999999999999,1.814
Raise,0.2819999999999965,0.5019999999999953,0.5019999999999953
Raise,0.7590000000000146,2.430999999999983,2.75
Raise,0.34600000000000364,0.7420000000000186,0.9950000000000045
Reach,0.5399999999999991,0.9389999999999965,1
Reach,0.5729999999999933,0.8129999999999882,0.833999999999989
Beckon,0.7199999999999989,0.7199999999999989,1.3060000000000116
Reach,0.3879999999999999,1.2449999999999992,1.2460000000000004
Reach,0.9930000000000518,1.3050000000000637,1.975999999999999
Reach,0.43900000000000006,0.5789999999999997,1.1589999999999998
Reach,0.9359999999999786,1.2909999999999968,1.5629999999999882
Reach,0.9599999999999795,1.1959999999999695,2.1199999999999477
Reach,1.2309999999999999,1.9730000000000096,2.4800000000000093
Reach,0.4919999999999991,0.6239999999999988,1.129999999999999
Raise,1.4140000000000015,3.1500000000000057,3.1740000000000066
Reach,0.9200000000000017,2.620999999999995,3.4399999999999977
Reach,1.7319999999999993,2.1759999999999877,2.969999999999999
Reach,0.6020000000000039,0.6020000000000039,1.0819999999999936
Raise,1.4579999999999984,4.236000000000004,4.720000000000006
Reach,1.0339999999999918,2.2079999999999984,2.6000000000000085
Reach,1.1270000000000095,1.551000000000002,1.551000000000002
Reach,0.4620000000000033,0.5379999999999967,1.6000000000000085
Reach,1.5400000000000098,2.7670000000000092,3.160000000000001
Reach,1.5100000000000051,2.323999999999998,2.9879999999999995
Raise,0.6280000000000001,0.9610000000000127,1.4950000000000045
Reach,0.953000000000003,1.1890000000000072,1.5290000000000035
